,11.566,53.3595,52.7017,53.0481,52.4059,53.4375,53.3894,53.5127,53.7625,52.3141,51.6265,51.5918,51.4422,52.92,52.9272,52.6412,52.5661,53.9253,53.8072,143.804,142.453,141.49,142.5,141.817,141.981,145.315,142.579,143.357,143.937,141.602,141.583,142.67,142.516,142.003,142.563,141.979,144.425,142.928,143.199
9.64044,,50.8082,51.1423,49.5936,49.3685,52.4879,53.1858,54.2911,53.7511,50.298,49.5579,50.3027,50.2536,53.1943,52.9911,52.0843,51.4149,53.3789,53.1722,142.819,140.343,141.655,141.236,141.375,140.789,142.262,142.217,144.165,144.362,139.908,139.881,140.837,141.108,144.704,144.413,142.041,141.846,143.192,143.454
51.6003,50.6507,,8.90261,50.6718,50.7236,52.866,52.7612,53.2026,52.5398,51.0539,50.4155,51.4381,50.958,52.0237,52.2013,52.4386,52.4373,53.9673,53.559,139.395,138.736,138.486,138.535,139.282,138.946,139.27,139.696,140.604,139.922,138.08,138.064,138.411,138.62,139.733,139.06,140.118,139.947,142.184,140.935
57.5398,56.596,9.2514,,56.0081,56.0097,55.081,55.0037,54.9129,54.9409,56.7243,56.8148,57.7725,57.3066,55.016,55.2772,54.6508,54.4158,52.9363,53.3192,160.625,158.866,157.836,157.671,158.096,158.155,156.77,157.868,156.596,156.173,157.668,157.93,158.273,157.95,156.845,157.063,157.412,156.396,155.743,155.369
56.864,56.8919,56.0175,55.9499,,9.37822,54.233,54.3942,53.2394,53.1483,56.8986,56.5808,55.8934,55.9537,54.9818,54.3219,54.9899,54.7365,53.7667,53.5123,158.226,157.034,155.383,155.405,156.372,156.164,154.554,154.396,154.84,153.581,157.05,156.577,155.37,156.531,154.742,155.454,154.692,155.074,153.552,153.551
51.9453,50.9395,51.876,52.0203,9.73126,,53.2463,52.8213,53.3462,53.2928,50.6377,50.5626,52.0804,51.1534,52.1757,52.1617,52.6141,51.5015,52.2351,52.3042,142.817,140.957,141.64,141.726,139.581,139.765,141.658,142.781,142.774,142.683,139.574,139.528,139.806,140.215,141.743,141.666,141.243,141.631,142.639,141.899
54.0635,53.303,53.5997,53.5261,53.7958,53.8492,,9.27159,53.686,53.1009,53.8163,53.6845,52.9236,52.5882,52.8189,52.2107,53.4555,53.4366,53.537,53.2623,152.215,151.104,150.968,149.834,149.728,150.255,149.359,149.213,149.388,149.178,149.997,150.255,148.959,148.933,150.031,148.797,148.64,149.428,150.624,149.277
55.0323,54.2841,54.3379,53.8548,54.0708,54.1959,9.75098,,50.4179,50.3389,54.5861,54.5776,53.9022,54.2104,52.531,52.3035,52.5398,52.9531,50.8996,50.7201,156.59,154.821,154.51,155.165,154.513,155.078,153.312,153.056,152.428,151.673,155.418,155.041,154.221,154.205,152.711,152.783,153.078,153.836,151.941,151.879
56.2913,54.9259,54.8563,54.9454,54.4844,54.2638,56.0572,56.0326,,9.35087,53.8809,53.8418,55.6421,54.9778,56.9086,57.1721,55.5323,55.6072,57.1904,56.7088,146.819,144.971,145.185,144.976,144.76,145.676,145.833,145.859,147.313,147.314,144.048,143.297,144.673,145.311,146.313,146.366,145.642,145.66,146.948,146.353
55.3684,54.3581,54.7366,55.1784,54.3259,54.5122,56.4075,56.427,9.34983,,54.0356,54.0313,55.1418,55.0141,57.0725,57.6855,57.0322,56.1344,56.9411,57.0517,146.731,145.438,145.473,145.006,144.851,144.385,145.896,145.818,147.76,147.773,143.662,144.009,145.096,145.045,147.014,146.988,145.784,146.342,146.734,146.762
51.6665,50.1139,51.3025,51.1444,52.6293,52.4582,52.7355,52.6023,53.7253,53.6991,,9.49152,51.911,52.1267,52.8185,52.8266,52.9838,52.7636,53.9012,53.8012,143.361,141.249,141.673,141.619,142.239,142.334,142.97,141.925,143.483,143.852,141.564,141.236,141.667,141.555,143.446,143.819,142.358,142.78,144.201,143.27
54.2398,54.2103,54.0883,53.7899,54.2242,53.8337,54.4641,53.7912,53.293,54.1652,9.4279,,54.0361,53.842,53.8684,54.0237,53.126,53.2776,53.4189,53.247,152.217,151.047,150.727,151.136,151.546,151.848,151.438,151.219,151.188,150.813,152.333,151.447,151.425,151.479,151.714,150.859,151.465,150.456,150.735,150.655
51.5417,50.4509,51.1666,51.2431,50.7825,50.7314,53.2781,53.1175,53.1623,53.561,51.3112,50.8555,,9.55517,52.4888,51.8393,53.7682,53.5495,54.4111,54.3798,141.381,140.251,140.004,140.407,139.935,140.187,140.989,144.597,142.421,143.009,139.995,139.97,141.338,140.235,141.695,141.384,141.667,142.415,143.917,144.018
55.2325,54.3663,54.592,54.5196,53.7014,53.7434,54.6705,54.8747,54.877,54.4216,53.9113,53.6658,9.5898,,54.5263,54.7816,53.5016,53.6174,54.0404,53.5032,155.882,152.784,152.698,152.249,152.234,151.399,151.856,151.58,152.84,152.034,152.541,152.192,153.175,151.858,152.705,152.789,151.294,151.641,152.234,151.912
53.6383,52.759,53.5237,53.3591,53.6725,53.1122,52.7345,52.7323,52.7001,52.3724,53.2723,53.2236,52.3758,52.4063,,9.50496,52.795,52.9808,52.8695,52.1064,150.021,147.731,149.7,147.963,147.693,147.89,148.321,147.399,147.107,147.448,148.504,148.151,146.904,146.854,147.069,146.958,147.003,147.418,147.552,147.114
54.6725,53.8755,53.9387,53.7787,54.4722,54.611,52.2141,51.5774,51.0919,51.0253,54.6261,54.7731,53.9378,53.8075,9.4591,,53.2571,53.1665,51.9493,51.6201,155.721,153.824,153.36,153.05,153.484,153.287,151.48,151.505,150.371,150.286,154.823,154.318,153.127,154.208,152.613,151.647,152.166,151.72,150.55,150.875
55.4326,54.8795,54.463,54.574,54.9901,54.8402,52.7435,52.3082,51.4405,51.408,55.3827,54.9663,54.4078,54.4671,52.921,53.1452,,8.96031,52.0567,52.0939,157.241,155.378,154.69,154.29,155.988,155.445,153.823,152.738,151.913,151.94,155.31,155.656,154.638,154.69,153.429,153.057,154.634,153.518,152.323,152.589
53.6628,53.1268,53.6391,52.9957,53.1744,53.156,53.0096,52.5916,52.4753,52.4865,53.4072,53.2758,53.211,52.8911,52.7192,52.7263,9.43666,,51.6558,51.4976,150.963,149.766,151.272,149.454,150.401,149.943,149.402,149.643,149.448,150.413,151.097,150.425,149.979,150.343,148.626,148.655,149.778,149.284,149.949,149.088
54.5238,54.2774,54.1323,53.8613,53.7071,54.4372,56.8497,55.6223,55.9394,55.969,54.4451,53.7161,54.5516,54.3035,55.2856,55.8953,55.7828,56.1147,,8.85446,144.657,142.694,142.76,143.059,143.098,142.902,144.212,144.513,146.425,146.086,142.578,142.591,142.714,142.885,143.745,143.733,144.258,144.142,146.311,145.084
53.7301,53.3396,52.8167,52.7473,53.6868,53.2893,50.68,50.7081,49.7937,50.5441,53.9551,54.3372,53.6678,54.2002,52.3142,52.0535,53.0058,53.0537,9.49,,155.964,153.82,153.186,153.65,155.131,154.93,152.508,151.747,152.304,151.238,155.11,154.707,152.947,152.605,151.767,151.866,151.931,152.934,151.602,151.218
150.545,150.175,149.467,149.678,150.105,149.392,148.805,148.28,148.493,148.526,149.865,150.36,148.424,148.145,147.989,149.496,149.692,150.059,151.469,149.746,,8.90549,53.605,53.6474,55.0404,54.6805,53.3064,52.9063,53.8903,53.3231,54.9748,54.6355,53.4185,53.1148,52.9972,52.721,53.7218,53.2908,54.4362,53.9286
155.05,155.286,154.812,154.388,153.022,152.929,153.46,153.463,154.406,153.612,154.191,153.037,153.679,153.657,153.661,154.15,152.91,152.748,153.375,152.913,8.8765,,54.0577,54.0135,52.9823,52.653,53.4684,52.8728,53.8487,53.5817,53.104,52.8337,53.968,53.6908,53.7567,53.3438,53.0007,52.3061,52.3202,51.9588
155.709,153.801,153.702,153.267,152.782,152.503,152.525,152.353,153.073,153.281,154.134,153.52,140.952,141.603,141.65,141.115,142.091,142.739,142.683,142.701,50.0412,50.0395,,8.79968,50.5149,50.4129,52.0535,52.2237,52.2272,51.8839,50.9338,50.4799,50.8876,51.9887,51.2984,50.911,52.5296,52.2579,52.9559,52.6028
138.024,136.711,137.398,137.995,137.104,137.051,138.716,139.255,139.74,139.856,136.738,136.766,137.343,136.978,138.688,139.31,139.809,138.922,140.198,139.864,50.4572,50.1926,8.80588,,50.8125,50.6297,53.1196,52.8011,53.3268,53.0587,50.5389,50.2861,50.991,50.6657,52.2526,51.686,53.0818,52.7878,54.1484,53.3605
151.858,150.283,150.51,150.754,151.114,148.728,149.474,149.725,149.883,150.09,149.824,149.549,149.305,149.315,150.137,149.951,148.227,148.965,149.209,149.016,52.3691,52.2669,52.7082,52.4994,,8.87779,51.7268,51.4999,52.7754,52.366,51.8097,51.3473,52.7115,52.2042,52.4309,51.9335,51.3778,51.1423,51.3273,50.8604
153.683,151.505,151.407,151.095,151.097,151.332,150.208,151.639,150.454,149.885,151.29,152.629,150.072,150.474,150.723,149.94,150.398,150.458,150.011,151.263,55.4531,54.8862,54.9331,54.4658,8.79864,,54.0669,53.9505,53.5495,53.7947,55.7607,55.6915,53.9814,53.6596,54.1288,54.0986,54.5949,54.2117,54.2492,54.3896
141.917,141.839,142.293,142.114,141.656,141.763,142.688,142.844,143.237,142.833,141.497,141.049,142.498,143.268,142.322,142.225,142.567,142.45,143.568,143.356,50.7513,50.7829,51.856,51.4213,52.2262,51.7219,,8.93969,52.9123,52.6742,51.7573,51.9539,51.9914,51.6041,52.504,52.0144,52.8797,52.4023,54.0949,53.709
154.415,153.483,152.723,152.739,151.773,152.062,151.95,151.889,152.304,152.627,152.053,151.832,152.505,152.149,152.429,152.317,151.255,151.409,152.032,151.661,53.0049,52.8978,53.2044,52.8891,52.3156,51.872,8.83874,,52.8824,52.962,52.5413,52.0562,53.2695,52.7453,52.9372,52.5326,51.9239,51.7191,51.7151,51.2596
156.699,156.379,155.759,155.972,142.048,142.059,143.367,144.204,144.765,144.485,141.494,142.82,141.69,141.917,142.918,143.249,143.52,143.428,143.864,143.849,52.5738,52.5825,53.1455,52.8583,53.3928,52.921,54.1717,53.8968,,8.81917,53.6297,53.6794,53.189,52.7999,54.5018,54.1461,54.9583,54.7295,56.0158,55.8325
151.889,148.913,148.952,148.391,150.034,149.12,148.769,148.365,148.704,148.335,149.315,149.22,148.933,149.246,148.294,148.416,147.798,148.292,148.477,147.847,52.2354,52.2064,52.2645,51.829,52.6908,52.3192,52.2416,51.9471,8.79291,,53.3467,53.0414,52.7824,51.6112,51.8326,51.4374,51.6507,51.0951,51.5642,51.1101
141.34,140.036,140.06,139.979,140.208,140.674,141.196,141.452,142.777,142.484,139.889,140.874,141.141,140.274,141.622,141.314,142.256,142.648,142.91,143.094,50.6795,51.1881,50.471,50.1334,51.2224,50.8274,52.5751,52.2255,53.8196,53.4534,,8.81668,50.7331,50.8583,52.2795,51.9884,53.4995,53.1775,54.3809,54.1041
141.365,139.705,140.384,140.016,140.44,140.372,141.754,141.102,142.364,143.349,140.719,139.661,140.025,139.931,142.113,141.639,142.078,141.746,143.719,143.176,50.6376,50.6121,50.493,50.1076,51.5232,50.8283,52.6106,52.1766,53.7719,53.4759,8.87768,,50.5729,50.4058,52.4354,51.9088,53.8351,53.234,54.3656,54.0778
144.247,141.989,141.95,142.208,141.205,141.487,142.892,143.063,144.91,144.638,140.447,140.419,141.936,141.44,143.616,143.477,143.399,143.045,144.944,143.998,50.075,50.1476,51.2752,50.9262,50.8686,50.5003,53.0857,52.3858,54.2634,53.8537,49.5695,49.2569,,8.86817,52.81,52.5591,51.5407,51.1158,52.5725,52.7323
143.004,141.481,142.175,141.713,140.926,141.361,142.45,142.368,144.587,143.874,139.634,140.483,142.194,141.246,144.018,143.019,142.822,142.194,142.995,142.925,50.1128,50.088,51.2239,50.9314,50.9388,50.5081,52.7964,52.447,54.2719,54.4776,49.5685,49.3438,8.80104,,52.8431,53.4196,51.4791,51.1197,52.5638,52.0725
141.82,140.952,141.571,142.17,141.979,141.751,141.839,141.778,143.753,146.076,141.392,141.979,141.391,141.313,144.073,143.383,142.774,143.082,145.155,144.115,51.6919,52.3407,52.4363,52.0706,52.1368,51.6906,53.317,52.9196,54.5397,54.127,52.3616,52.6021,52.1232,51.7622,,8.76268,53.5421,53.373,54.7757,54.3957
139.999,139.31,139.631,138.968,139.065,139.287,140.947,141.323,141.624,142.341,139.839,139.801,139.092,139.354,141.696,141.556,142.287,142.802,142.596,141.886,52.4883,52.5072,51.9634,51.5104,52.3727,51.7473,54.327,54.3399,55.0935,54.8228,52.2997,51.9182,52.0045,51.6311,8.86754,,55.0404,54.3978,55.5555,55.1948
152.095,149.803,149.025,148.358,149.363,149.221,148.814,148.945,148.115,149.107,149.889,149.014,149.32,149.28,149.045,147.884,147.737,147.626,148.463,148.18,52.2033,52.2419,52.0555,51.7232,53.2279,53.0038,52.4376,52.158,51.7076,51.3874,53.5318,53.2505,52.1932,52.0709,52.8523,51.9399,,8.721,51.7371,51.5015
150.699,148.666,149.895,148.604,149.031,148.995,148.972,148.699,148.376,148.141,149.984,149.462,149.113,149.273,149.834,148.055,148.138,148.326,148.757,148.013,52.2204,52.2013,52.0475,51.7033,53.3062,53.0403,52.4784,52.1441,51.7537,51.8418,53.5268,53.2963,52.3885,52.0386,52.782,52.0147,8.8129,,51.6643,51.556
154.065,153.178,153.056,153.76,153.588,152.976,151.639,151.17,150.344,150.506,154.806,153.687,152.71,153.39,152.292,152.035,152.518,152.354,150.685,150.593,53.2212,53.2533,53.1693,52.1468,53.9974,53.6744,50.5521,50.4389,50.4722,50.2265,54.6623,54.2955,52.91,52.9793,51.4616,50.9395,52.6555,52.2773,,8.8236
144.9,143.424,143.663,143.924,142.44,142.393,143.604,143.496,144.33,144.266,141.969,141.735,142.661,143.076,144.577,143.74,143.1,143.873,143.638,144.071,52.2387,52.2628,52.889,52.4919,51.932,51.1061,53.9519,53.522,54.3247,54.0121,51.387,50.964,52.1465,51.5496,53.3378,53.7293,52.5704,52.2919,8.86636,
